       JobID              Submit               Start            Eligible  Partition          Reservation AllocNodes  AllocCPUS ReqNodes  ReqCPUS      ReqGRES  Timelimit    Elapsed  dragonstooth
------------ ------------------- ------------------- ------------------- ---------- -------------------- ---------- ---------- -------- -------- ------------ ---------- ----------  dragonstooth
619063       2021-02-07T19:20:06 2021-02-08T00:26:16 2021-02-07T19:20:06   normal_q                               1          1        1        1                08:00:00   02:34:16  dragonstooth
619064       2021-02-07T19:20:06 2021-02-08T00:26:29 2021-02-07T19:20:06   normal_q                               1          1        1        1                08:00:00   02:49:05  dragonstooth
619065       2021-02-07T19:20:06 2021-02-08T00:26:38 2021-02-07T19:20:06   normal_q                               1          1        1        1                08:00:00   02:48:00  dragonstooth
619071       2021-02-07T19:27:22 2021-02-07T19:27:23 2021-02-07T19:27:22   normal_q                               1         24        1       24                08:00:00   07:31:06  dragonstooth
619074       2021-02-07T19:29:56 2021-02-07T19:30:07 2021-02-07T19:29:56   normal_q                               1         24        1       24                08:00:00   08:00:22  dragonstooth
619077       2021-02-07T19:30:33 2021-02-07T19:30:37 2021-02-07T19:30:33   normal_q                               1         24        1       24                08:00:00   08:00:22  dragonstooth
619078       2021-02-07T19:30:49 2021-02-07T19:31:07 2021-02-07T19:30:49   normal_q                               1         24        1       24                08:00:00   07:46:03  dragonstooth
619079       2021-02-07T19:31:10 2021-02-07T19:31:23 2021-02-07T19:31:10   normal_q                               1         24        1       24                08:00:00   07:39:14  dragonstooth
619099       2021-02-07T20:56:44 2021-02-07T23:21:01 2021-02-07T20:56:44   normal_q                               1         24        1        1                10:00:00   04:26:09  dragonstooth
619100       2021-02-07T20:59:58 2021-02-07T23:50:36 2021-02-07T20:59:58   normal_q                               1         24        1        1                12:00:00   04:46:02  dragonstooth
619102       2021-02-07T21:03:49 2021-02-08T00:22:42 2021-02-07T21:03:49   normal_q                               1         24        1        1                12:00:00   05:11:47  dragonstooth
619104       2021-02-07T21:06:10 2021-02-08T00:43:03 2021-02-07T21:06:10   normal_q                               1         24        1        1                14:00:00   05:41:16  dragonstooth
619106       2021-02-07T21:08:55 2021-02-08T00:43:49 2021-02-07T21:08:55   normal_q                               1         24        1        1                12:00:00   06:04:21  dragonstooth
619119       2021-02-07T22:49:18 2021-02-08T00:27:10 2021-02-07T22:49:18   normal_q                               1          1        1        1                08:00:00   03:33:21  dragonstooth
619120       2021-02-07T22:49:18 2021-02-08T00:29:10 2021-02-07T22:49:18   normal_q                               1          1        1        1                08:00:00   02:59:59  dragonstooth
619121       2021-02-07T22:49:18 2021-02-08T00:29:10 2021-02-07T22:49:18   normal_q                               1          1        1        1                08:00:00   03:53:27  dragonstooth
619122       2021-02-07T22:49:18 2021-02-08T00:30:10 2021-02-07T22:49:18   normal_q                               1          1        1        1                08:00:00   02:56:49  dragonstooth
619123       2021-02-07T22:49:18 2021-02-08T00:30:40 2021-02-07T22:49:18   normal_q                               1          1        1        1                08:00:00   03:09:49  dragonstooth
619124       2021-02-07T22:49:18 2021-02-08T00:31:40 2021-02-07T22:49:18   normal_q                               1          1        1        1                08:00:00   04:15:07  dragonstooth
619125       2021-02-07T22:49:18 2021-02-08T00:32:10 2021-02-07T22:49:18   normal_q                               1          1        1        1                08:00:00   02:38:34  dragonstooth
619126       2021-02-07T22:49:18 2021-02-08T00:32:10 2021-02-07T22:49:18   normal_q                               1          1        1        1                08:00:00   02:35:49  dragonstooth
619127       2021-02-07T22:49:18 2021-02-08T00:32:40 2021-02-07T22:49:18   normal_q                               1          1        1        1                08:00:00   03:09:07  dragonstooth
619128       2021-02-07T22:49:18 2021-02-08T00:33:10 2021-02-07T22:49:18   normal_q                               1          1        1        1                08:00:00   02:44:38  dragonstooth
619129       2021-02-07T22:49:18 2021-02-08T00:33:10 2021-02-07T22:49:18   normal_q                               1          1        1        1                08:00:00   02:59:26  dragonstooth
619130       2021-02-07T22:49:18 2021-02-08T00:34:10 2021-02-07T22:49:18   normal_q                               1          1        1        1                08:00:00   04:26:20  dragonstooth
619131       2021-02-07T22:49:18 2021-02-08T00:34:10 2021-02-07T22:49:18   normal_q                               1          1        1        1                08:00:00   03:33:27  dragonstooth
619132       2021-02-07T22:49:18 2021-02-08T00:34:40 2021-02-07T22:49:18   normal_q                               1          1        1        1                08:00:00   03:06:21  dragonstooth
619133       2021-02-07T22:49:18 2021-02-08T00:35:10 2021-02-07T22:49:18   normal_q                               1          1        1        1                08:00:00   02:42:36  dragonstooth
619134       2021-02-07T22:49:18 2021-02-08T00:35:10 2021-02-07T22:49:18   normal_q                               1          1        1        1                08:00:00   03:35:36  dragonstooth
619135       2021-02-07T22:49:18 2021-02-08T00:35:40 2021-02-07T22:49:18   normal_q                               1          1        1        1                08:00:00   02:32:35  dragonstooth
619136       2021-02-07T22:49:19 2021-02-08T00:37:10 2021-02-07T22:49:19   normal_q                               1          1        1        1                08:00:00   02:57:27  dragonstooth
619137       2021-02-07T22:49:19 2021-02-08T00:37:10 2021-02-07T22:49:19   normal_q                               1          1        1        1                08:00:00   03:51:03  dragonstooth
619138       2021-02-07T22:49:19 2021-02-08T00:37:40 2021-02-07T22:49:19   normal_q                               1          1        1        1                08:00:00   02:47:47  dragonstooth
619139       2021-02-07T22:49:19 2021-02-08T00:38:10 2021-02-07T22:49:19   normal_q                               1          1        1        1                08:00:00   02:42:43  dragonstooth
619140       2021-02-07T22:49:19 2021-02-08T00:38:40 2021-02-07T22:49:19   normal_q                               1          1        1        1                08:00:00   03:29:53  dragonstooth
619141       2021-02-07T22:49:19 2021-02-08T00:39:10 2021-02-07T22:49:19   normal_q                               1          1        1        1                08:00:00   03:28:07  dragonstooth
619142       2021-02-07T22:49:19 2021-02-08T00:39:40 2021-02-07T22:49:19   normal_q                               1          1        1        1                08:00:00   03:12:12  dragonstooth
619143       2021-02-07T22:49:19 2021-02-08T00:40:10 2021-02-07T22:49:19   normal_q                               1          1        1        1                08:00:00   02:57:31  dragonstooth
619144       2021-02-07T22:49:19 2021-02-08T00:40:10 2021-02-07T22:49:19   normal_q                               1          1        1        1                08:00:00   03:13:14  dragonstooth
619145       2021-02-07T22:49:19 2021-02-08T00:40:10 2021-02-07T22:49:19   normal_q                               1          1        1        1                08:00:00   03:31:10  dragonstooth
619146       2021-02-07T22:49:19 2021-02-08T00:41:10 2021-02-07T22:49:19   normal_q                               1          1        1        1                08:00:00   03:05:59  dragonstooth
619147       2021-02-07T22:49:19 2021-02-08T00:41:40 2021-02-07T22:49:19   normal_q                               1          1        1        1                08:00:00   02:38:58  dragonstooth
619148       2021-02-07T22:49:19 2021-02-08T00:41:40 2021-02-07T22:49:19   normal_q                               1          1        1        1                08:00:00   02:57:04  dragonstooth
619149       2021-02-07T22:49:19 2021-02-08T00:42:10 2021-02-07T22:49:19   normal_q                               1          1        1        1                08:00:00   02:57:00  dragonstooth
619150       2021-02-07T22:49:19 2021-02-08T00:42:10 2021-02-07T22:49:19   normal_q                               1          1        1        1                08:00:00   02:24:57  dragonstooth
619151       2021-02-07T22:49:19 2021-02-08T00:43:58 2021-02-07T22:49:19   normal_q                               1          1        1        1                08:00:00   03:01:43  dragonstooth
619152       2021-02-07T22:49:19 2021-02-08T00:44:25 2021-02-07T22:49:19   normal_q                               1          1        1        1                08:00:00   02:31:30  dragonstooth
619153       2021-02-07T22:49:19 2021-02-08T00:45:10 2021-02-07T22:49:19   normal_q                               1          1        1        1                08:00:00   03:07:37  dragonstooth
619154       2021-02-07T22:49:19 2021-02-08T00:45:17 2021-02-07T22:49:19   normal_q                               1          1        1        1                08:00:00   03:05:50  dragonstooth
619155       2021-02-07T22:49:19 2021-02-08T00:45:39 2021-02-07T22:49:19   normal_q                               1          1        1        1                08:00:00   02:35:06  dragonstooth
619156       2021-02-07T22:49:19 2021-02-08T00:45:39 2021-02-07T22:49:19   normal_q                               1          1        1        1                08:00:00   03:07:25  dragonstooth
619157       2021-02-07T22:49:19 2021-02-08T00:47:59 2021-02-07T22:49:19   normal_q                               1          1        1        1                08:00:00   02:54:42  dragonstooth
619158       2021-02-07T22:49:19 2021-02-08T00:48:59 2021-02-07T22:49:19   normal_q                               1          1        1        1                08:00:00   02:58:09  dragonstooth
